,userid,datetime,labels
1934,9,1970-01-06 14:00:00,2
1935,9,1970-01-06 15:00:00,6
1936,9,1970-01-06 16:00:00,2
1937,9,1970-01-06 17:00:00,0
1938,9,1970-01-06 18:00:00,8
1939,9,1970-01-06 19:00:00,6
1940,9,1970-01-06 20:00:00,3
1941,9,1970-01-06 21:00:00,7
1942,9,1970-01-06 22:00:00,8
1943,9,1970-01-06 23:00:00,3
1944,9,1970-01-07 00:00:00,4
1945,9,1970-01-07 01:00:00,0
1946,9,1970-01-07 02:00:00,7
1947,9,1970-01-07 03:00:00,7
1948,9,1970-01-07 04:00:00,5
1949,9,1970-01-07 05:00:00,7
1950,9,1970-01-07 06:00:00,3
1951,9,1970-01-07 07:00:00,5
1952,9,1970-01-07 08:00:00,5
1953,9,1970-01-07 09:00:00,3
1954,9,1970-01-07 10:00:00,1
1955,9,1970-01-07 11:00:00,0
1956,9,1970-01-07 12:00:00,6
1957,9,1970-01-07 13:00:00,3
1958,9,1970-01-07 14:00:00,3
1959,9,1970-01-07 15:00:00,3
1960,9,1970-01-07 16:00:00,0
1961,9,1970-01-07 17:00:00,1
1962,9,1970-01-07 18:00:00,5
1963,9,1970-01-07 19:00:00,8
1964,9,1970-01-07 20:00:00,7
1965,9,1970-01-07 21:00:00,1
1966,9,1970-01-07 22:00:00,6
1967,9,1970-01-07 23:00:00,6
1968,9,1970-01-08 00:00:00,9
1969,9,1970-01-08 01:00:00,7
1970,9,1970-01-08 02:00:00,0
1971,9,1970-01-08 03:00:00,1
1972,9,1970-01-08 04:00:00,7
1973,9,1970-01-08 05:00:00,3
1974,9,1970-01-08 06:00:00,3
1975,9,1970-01-08 07:00:00,3
1976,9,1970-01-08 08:00:00,8
1977,9,1970-01-08 09:00:00,0
1978,9,1970-01-08 10:00:00,7
1979,9,1970-01-08 11:00:00,6
1980,9,1970-01-08 12:00:00,7
1981,9,1970-01-08 13:00:00,4
1982,9,1970-01-08 14:00:00,3
1983,9,1970-01-08 15:00:00,6
1984,9,1970-01-08 16:00:00,6
1985,9,1970-01-08 17:00:00,5
1986,9,1970-01-08 18:00:00,9
1987,9,1970-01-08 19:00:00,7
1988,9,1970-01-08 20:00:00,8
1989,9,1970-01-08 21:00:00,8
1990,9,1970-01-08 22:00:00,4
1991,9,1970-01-08 23:00:00,1
1992,9,1970-01-09 00:00:00,6
1993,9,1970-01-09 01:00:00,1
1994,9,1970-01-09 02:00:00,0
1995,9,1970-01-09 03:00:00,5
1996,9,1970-01-09 04:00:00,2
1997,9,1970-01-09 05:00:00,2
1998,9,1970-01-09 06:00:00,8
1999,9,1970-01-09 07:00:00,9
2000,10,1970-01-01 00:00:00,3
2001,10,1970-01-01 01:00:00,1
2002,10,1970-01-01 02:00:00,1
2003,10,1970-01-01 03:00:00,4
2004,10,1970-01-01 04:00:00,2
2005,10,1970-01-01 05:00:00,5
2006,10,1970-01-01 06:00:00,5
2007,10,1970-01-01 07:00:00,7
2008,10,1970-01-01 08:00:00,8
2009,10,1970-01-01 09:00:00,0
2010,10,1970-01-01 10:00:00,0
2011,10,1970-01-01 11:00:00,7
2012,10,1970-01-01 12:00:00,5
2013,10,1970-01-01 13:00:00,9
2014,10,1970-01-01 14:00:00,7
2015,10,1970-01-01 15:00:00,5
2016,10,1970-01-01 16:00:00,5
2017,10,1970-01-01 17:00:00,8
2018,10,1970-01-01 18:00:00,8
2019,10,1970-01-01 19:00:00,5
2020,10,1970-01-01 20:00:00,4
2021,10,1970-01-01 21:00:00,5
2022,10,1970-01-01 22:00:00,4
2023,10,1970-01-01 23:00:00,5
2024,10,1970-01-02 00:00:00,8
2025,10,1970-01-02 01:00:00,4
2026,10,1970-01-02 02:00:00,6
2027,10,1970-01-02 03:00:00,7
2028,10,1970-01-02 04:00:00,2
2029,10,1970-01-02 05:00:00,4
2030,10,1970-01-02 06:00:00,4
2031,10,1970-01-02 07:00:00,1
2032,10,1970-01-02 08:00:00,7
2033,10,1970-01-02 09:00:00,4
2034,10,1970-01-02 10:00:00,9
2035,10,1970-01-02 11:00:00,2
2036,10,1970-01-02 12:00:00,3
2037,10,1970-01-02 13:00:00,3
2038,10,1970-01-02 14:00:00,0
2039,10,1970-01-02 15:00:00,9
2040,10,1970-01-02 16:00:00,3
2041,10,1970-01-02 17:00:00,8
2042,10,1970-01-02 18:00:00,2
2043,10,1970-01-02 19:00:00,7
2044,10,1970-01-02 20:00:00,4
2045,10,1970-01-02 21:00:00,8
2046,10,1970-01-02 22:00:00,4
2047,10,1970-01-02 23:00:00,6
2048,10,1970-01-03 00:00:00,2
2049,10,1970-01-03 01:00:00,9
2050,10,1970-01-03 02:00:00,2
2051,10,1970-01-03 03:00:00,6
2052,10,1970-01-03 04:00:00,8
2053,10,1970-01-03 05:00:00,7
2054,10,1970-01-03 06:00:00,3
2055,10,1970-01-03 07:00:00,3
2056,10,1970-01-03 08:00:00,4
2057,10,1970-01-03 09:00:00,3
2058,10,1970-01-03 10:00:00,3
2059,10,1970-01-03 11:00:00,9
2060,10,1970-01-03 12:00:00,0
2061,10,1970-01-03 13:00:00,8
2062,10,1970-01-03 14:00:00,3
2063,10,1970-01-03 15:00:00,9
2064,10,1970-01-03 16:00:00,4
2065,10,1970-01-03 17:00:00,9
2066,10,1970-01-03 18:00:00,6
2067,10,1970-01-03 19:00:00,1
2068,10,1970-01-03 20:00:00,6
2069,10,1970-01-03 21:00:00,9
2070,10,1970-01-03 22:00:00,4
2071,10,1970-01-03 23:00:00,0
2072,10,1970-01-04 00:00:00,9
2073,10,1970-01-04 01:00:00,3
2074,10,1970-01-04 02:00:00,6
2075,10,1970-01-04 03:00:00,1
2076,10,1970-01-04 04:00:00,4
2077,10,1970-01-04 05:00:00,6
2078,10,1970-01-04 06:00:00,5
2079,10,1970-01-04 07:00:00,3
2080,10,1970-01-04 08:00:00,4
2081,10,1970-01-04 09:00:00,6
2082,10,1970-01-04 10:00:00,8
2083,10,1970-01-04 11:00:00,3
2084,10,1970-01-04 12:00:00,0
2085,10,1970-01-04 13:00:00,6
2086,10,1970-01-04 14:00:00,0
2087,10,1970-01-04 15:00:00,7
2088,10,1970-01-04 16:00:00,5
2089,10,1970-01-04 17:00:00,9
2090,10,1970-01-04 18:00:00,3
2091,10,1970-01-04 19:00:00,1
2092,10,1970-01-04 20:00:00,3
2093,10,1970-01-04 21:00:00,3
2094,10,1970-01-04 22:00:00,1
2095,10,1970-01-04 23:00:00,5
2096,10,1970-01-05 00:00:00,0
2097,10,1970-01-05 01:00:00,7
2098,10,1970-01-05 02:00:00,8
2099,10,1970-01-05 03:00:00,9
2100,10,1970-01-05 04:00:00,2
2101,10,1970-01-05 05:00:00,8
2102,10,1970-01-05 06:00:00,1
2103,10,1970-01-05 07:00:00,3
2104,10,1970-01-05 08:00:00,4
2105,10,1970-01-05 09:00:00,1
2106,10,1970-01-05 10:00:00,8
2107,10,1970-01-05 11:00:00,7
2108,10,1970-01-05 12:00:00,8
2109,10,1970-01-05 13:00:00,4
2110,10,1970-01-05 14:00:00,4
2111,10,1970-01-05 15:00:00,1
2112,10,1970-01-05 16:00:00,6
2113,10,1970-01-05 17:00:00,9
2114,10,1970-01-05 18:00:00,1
2115,10,1970-01-05 19:00:00,5
2116,10,1970-01-05 20:00:00,5
2117,10,1970-01-05 21:00:00,6
2118,10,1970-01-05 22:00:00,6
2119,10,1970-01-05 23:00:00,8
2120,10,1970-01-06 00:00:00,4
2121,10,1970-01-06 01:00:00,1
2122,10,1970-01-06 02:00:00,8
2123,10,1970-01-06 03:00:00,5
2124,10,1970-01-06 04:00:00,2
2125,10,1970-01-06 05:00:00,6
2126,10,1970-01-06 06:00:00,6
2127,10,1970-01-06 07:00:00,4
2128,10,1970-01-06 08:00:00,3
2129,10,1970-01-06 09:00:00,9
2130,10,1970-01-06 10:00:00,0
2131,10,1970-01-06 11:00:00,1
2132,10,1970-01-06 12:00:00,2
2133,10,1970-01-06 13:00:00,3
2134,10,1970-01-06 14:00:00,4
2135,10,1970-01-06 15:00:00,8
2136,10,1970-01-06 16:00:00,0
2137,10,1970-01-06 17:00:00,6
2138,10,1970-01-06 18:00:00,8
2139,10,1970-01-06 19:00:00,9
2140,10,1970-01-06 20:00:00,0
2141,10,1970-01-06 21:00:00,9
2142,10,1970-01-06 22:00:00,0
2143,10,1970-01-06 23:00:00,8
2144,10,1970-01-07 00:00:00,0
2145,10,1970-01-07 01:00:00,3
2146,10,1970-01-07 02:00:00,6
2147,10,1970-01-07 03:00:00,8
2148,10,1970-01-07 04:00:00,9
2149,10,1970-01-07 05:00:00,9
2150,10,1970-01-07 06:00:00,8
2151,10,1970-01-07 07:00:00,0
2152,10,1970-01-07 08:00:00,7
2153,10,1970-01-07 09:00:00,3
2154,10,1970-01-07 10:00:00,8
2155,10,1970-01-07 11:00:00,5
2156,10,1970-01-07 12:00:00,0
2157,10,1970-01-07 13:00:00,7
2158,10,1970-01-07 14:00:00,8
2159,10,1970-01-07 15:00:00,9
2160,10,1970-01-07 16:00:00,0
2161,10,1970-01-07 17:00:00,2
2162,10,1970-01-07 18:00:00,2
2163,10,1970-01-07 19:00:00,3
2164,10,1970-01-07 20:00:00,9
2165,10,1970-01-07 21:00:00,9
2166,10,1970-01-07 22:00:00,2
2167,10,1970-01-07 23:00:00,6
2168,10,1970-01-08 00:00:00,8
2169,10,1970-01-08 01:00:00,4
2170,10,1970-01-08 02:00:00,0
2171,10,1970-01-08 03:00:00,0
2172,10,1970-01-08 04:00:00,2
2173,10,1970-01-08 05:00:00,3
2174,10,1970-01-08 06:00:00,4
2175,10,1970-01-08 07:00:00,0
2176,10,1970-01-08 08:00:00,8
2177,10,1970-01-08 09:00:00,2
2178,10,1970-01-08 10:00:00,2
2179,10,1970-01-08 11:00:00,2
2180,10,1970-01-08 12:00:00,5
2181,10,1970-01-08 13:00:00,8
2182,10,1970-01-08 14:00:00,0
2183,10,1970-01-08 15:00:00,4
2184,10,1970-01-08 16:00:00,5
2185,10,1970-01-08 17:00:00,4
2186,10,1970-01-08 18:00:00,6
2187,10,1970-01-08 19:00:00,7
2188,10,1970-01-08 20:00:00,7
2189,10,1970-01-08 21:00:00,9
2190,10,1970-01-08 22:00:00,0
2191,10,1970-01-08 23:00:00,1
2192,10,1970-01-09 00:00:00,2
2193,10,1970-01-09 01:00:00,0
2194,10,1970-01-09 02:00:00,4
2195,10,1970-01-09 03:00:00,5
2196,10,1970-01-09 04:00:00,5
2197,10,1970-01-09 05:00:00,7
2198,10,1970-01-09 06:00:00,9
2199,10,1970-01-09 07:00:00,0
2200,11,1970-01-01 00:00:00,0
2201,11,1970-01-01 01:00:00,4
2202,11,1970-01-01 02:00:00,2
2203,11,1970-01-01 03:00:00,3
2204,11,1970-01-01 04:00:00,2
2205,11,1970-01-01 05:00:00,0
2206,11,1970-01-01 06:00:00,9
2207,11,1970-01-01 07:00:00,2
2208,11,1970-01-01 08:00:00,8
2209,11,1970-01-01 09:00:00,4
2210,11,1970-01-01 10:00:00,0
2211,11,1970-01-01 11:00:00,3
2212,11,1970-01-01 12:00:00,5
2213,11,1970-01-01 13:00:00,3
2214,11,1970-01-01 14:00:00,6
2215,11,1970-01-01 15:00:00,6
2216,11,1970-01-01 16:00:00,6
2217,11,1970-01-01 17:00:00,9
2218,11,1970-01-01 18:00:00,7
2219,11,1970-01-01 19:00:00,4
2220,11,1970-01-01 20:00:00,0
2221,11,1970-01-01 21:00:00,1
2222,11,1970-01-01 22:00:00,2
2223,11,1970-01-01 23:00:00,3
2224,11,1970-01-02 00:00:00,4
2225,11,1970-01-02 01:00:00,5
2226,11,1970-01-02 02:00:00,0
2227,11,1970-01-02 03:00:00,7
2228,11,1970-01-02 04:00:00,8
2229,11,1970-01-02 05:00:00,5
2230,11,1970-01-02 06:00:00,5
2231,11,1970-01-02 07:00:00,1
2232,11,1970-01-02 08:00:00,4
2233,11,1970-01-02 09:00:00,6
2234,11,1970-01-02 10:00:00,7
2235,11,1970-01-02 11:00:00,5
2236,11,1970-01-02 12:00:00,6
2237,11,1970-01-02 13:00:00,6
2238,11,1970-01-02 14:00:00,8
2239,11,1970-01-02 15:00:00,4
2240,11,1970-01-02 16:00:00,6
2241,11,1970-01-02 17:00:00,8
2242,11,1970-01-02 18:00:00,0
2243,11,1970-01-02 19:00:00,6
2244,11,1970-01-02 20:00:00,7
2245,11,1970-01-02 21:00:00,3
2246,11,1970-01-02 22:00:00,6
2247,11,1970-01-02 23:00:00,1
2248,11,1970-01-03 00:00:00,9
2249,11,1970-01-03 01:00:00,4
2250,11,1970-01-03 02:00:00,4
2251,11,1970-01-03 03:00:00,9
2252,11,1970-01-03 04:00:00,4
2253,11,1970-01-03 05:00:00,3
2254,11,1970-01-03 06:00:00,4
2255,11,1970-01-03 07:00:00,5
2256,11,1970-01-03 08:00:00,3
2257,11,1970-01-03 09:00:00,7
2258,11,1970-01-03 10:00:00,0
2259,11,1970-01-03 11:00:00,9
2260,11,1970-01-03 12:00:00,0
2261,11,1970-01-03 13:00:00,5
2262,11,1970-01-03 14:00:00,2
2263,11,1970-01-03 15:00:00,3
2264,11,1970-01-03 16:00:00,4
2265,11,1970-01-03 17:00:00,5
2266,11,1970-01-03 18:00:00,4
2267,11,1970-01-03 19:00:00,1
2268,11,1970-01-03 20:00:00,7
2269,11,1970-01-03 21:00:00,9
2270,11,1970-01-03 22:00:00,2
2271,11,1970-01-03 23:00:00,5
2272,11,1970-01-04 00:00:00,2
2273,11,1970-01-04 01:00:00,0
2274,11,1970-01-04 02:00:00,4
2275,11,1970-01-04 03:00:00,2
2276,11,1970-01-04 04:00:00,4
2277,11,1970-01-04 05:00:00,9
2278,11,1970-01-04 06:00:00,9
2279,11,1970-01-04 07:00:00,7
2280,11,1970-01-04 08:00:00,8
2281,11,1970-01-04 09:00:00,1
2282,11,1970-01-04 10:00:00,2
2283,11,1970-01-04 11:00:00,7
2284,11,1970-01-04 12:00:00,9
2285,11,1970-01-04 13:00:00,5
2286,11,1970-01-04 14:00:00,5
2287,11,1970-01-04 15:00:00,9
2288,11,1970-01-04 16:00:00,3
2289,11,1970-01-04 17:00:00,3
2290,11,1970-01-04 18:00:00,6
2291,11,1970-01-04 19:00:00,9
2292,11,1970-01-04 20:00:00,8
2293,11,1970-01-04 21:00:00,1
2294,11,1970-01-04 22:00:00,7
2295,11,1970-01-04 23:00:00,7
2296,11,1970-01-05 00:00:00,0
2297,11,1970-01-05 01:00:00,3
2298,11,1970-01-05 02:00:00,8
2299,11,1970-01-05 03:00:00,4
2300,11,1970-01-05 04:00:00,7
2301,11,1970-01-05 05:00:00,9
2302,11,1970-01-05 06:00:00,2
2303,11,1970-01-05 07:00:00,8
2304,11,1970-01-05 08:00:00,6
2305,11,1970-01-05 09:00:00,4
2306,11,1970-01-05 10:00:00,6
2307,11,1970-01-05 11:00:00,9
2308,11,1970-01-05 12:00:00,2
2309,11,1970-01-05 13:00:00,7
2310,11,1970-01-05 14:00:00,6
2311,11,1970-01-05 15:00:00,1
2312,11,1970-01-05 16:00:00,2
2313,11,1970-01-05 17:00:00,3
2314,11,1970-01-05 18:00:00,4
2315,11,1970-01-05 19:00:00,9
2316,11,1970-01-05 20:00:00,6
2317,11,1970-01-05 21:00:00,7
2318,11,1970-01-05 22:00:00,0
2319,11,1970-01-05 23:00:00,5
2320,11,1970-01-06 00:00:00,0
2321,11,1970-01-06 01:00:00,1
2322,11,1970-01-06 02:00:00,5
2323,11,1970-01-06 03:00:00,5
2324,11,1970-01-06 04:00:00,4
2325,11,1970-01-06 05:00:00,5
2326,11,1970-01-06 06:00:00,6
2327,11,1970-01-06 07:00:00,2
2328,11,1970-01-06 08:00:00,7
2329,11,1970-01-06 09:00:00,9
2330,11,1970-01-06 10:00:00,0
2331,11,1970-01-06 11:00:00,7
2332,11,1970-01-06 12:00:00,6
2333,11,1970-01-06 13:00:00,9
2334,11,1970-01-06 14:00:00,4
2335,11,1970-01-06 15:00:00,5
2336,11,1970-01-06 16:00:00,6
2337,11,1970-01-06 17:00:00,7
2338,11,1970-01-06 18:00:00,7
2339,11,1970-01-06 19:00:00,6
2340,11,1970-01-06 20:00:00,0
2341,11,1970-01-06 21:00:00,5
2342,11,1970-01-06 22:00:00,2
2343,11,1970-01-06 23:00:00,3
2344,11,1970-01-07 00:00:00,4
2345,11,1970-01-07 01:00:00,8
2346,11,1970-01-07 02:00:00,3
2347,11,1970-01-07 03:00:00,7
2348,11,1970-01-07 04:00:00,5
2349,11,1970-01-07 05:00:00,4
2350,11,1970-01-07 06:00:00,0
2351,11,1970-01-07 07:00:00,3
2352,11,1970-01-07 08:00:00,2
2353,11,1970-01-07 09:00:00,3
2354,11,1970-01-07 10:00:00,9
2355,11,1970-01-07 11:00:00,5
2356,11,1970-01-07 12:00:00,6
2357,11,1970-01-07 13:00:00,7
2358,11,1970-01-07 14:00:00,0
2359,11,1970-01-07 15:00:00,8
2360,11,1970-01-07 16:00:00,4
2361,11,1970-01-07 17:00:00,1
2362,11,1970-01-07 18:00:00,2
2363,11,1970-01-07 19:00:00,3
2364,11,1970-01-07 20:00:00,8
2365,11,1970-01-07 21:00:00,5
2366,11,1970-01-07 22:00:00,7
2367,11,1970-01-07 23:00:00,3
2368,11,1970-01-08 00:00:00,9
2369,11,1970-01-08 01:00:00,4
2370,11,1970-01-08 02:00:00,0
2371,11,1970-01-08 03:00:00,1
2372,11,1970-01-08 04:00:00,2
2373,11,1970-01-08 05:00:00,7
2374,11,1970-01-08 06:00:00,0
2375,11,1970-01-08 07:00:00,3
2376,11,1970-01-08 08:00:00,6
2377,11,1970-01-08 09:00:00,6
2378,11,1970-01-08 10:00:00,7
2379,11,1970-01-08 11:00:00,7
2380,11,1970-01-08 12:00:00,3
2381,11,1970-01-08 13:00:00,0
2382,11,1970-01-08 14:00:00,8
2383,11,1970-01-08 15:00:00,4
2384,11,1970-01-08 16:00:00,4
2385,11,1970-01-08 17:00:00,3
2386,11,1970-01-08 18:00:00,3
2387,11,1970-01-08 19:00:00,7
2388,11,1970-01-08 20:00:00,0
2389,11,1970-01-08 21:00:00,5
2390,11,1970-01-08 22:00:00,0
2391,11,1970-01-08 23:00:00,0
2392,11,1970-01-09 00:00:00,2
2393,11,1970-01-09 01:00:00,7
2394,11,1970-01-09 02:00:00,4
2395,11,1970-01-09 03:00:00,4
2396,11,1970-01-09 04:00:00,6
2397,11,1970-01-09 05:00:00,4
2398,11,1970-01-09 06:00:00,7
2399,11,1970-01-09 07:00:00,5
2400,12,1970-01-01 00:00:00,3
2401,12,1970-01-01 01:00:00,1
2402,12,1970-01-01 02:00:00,6
2403,12,1970-01-01 03:00:00,3
2404,12,1970-01-01 04:00:00,1
2405,12,1970-01-01 05:00:00,9
2406,12,1970-01-01 06:00:00,6
2407,12,1970-01-01 07:00:00,4
2408,12,1970-01-01 08:00:00,3
2409,12,1970-01-01 09:00:00,9
2410,12,1970-01-01 10:00:00,4
2411,12,1970-01-01 11:00:00,7
2412,12,1970-01-01 12:00:00,5
2413,12,1970-01-01 13:00:00,5
2414,12,1970-01-01 14:00:00,7
2415,12,1970-01-01 15:00:00,5
2416,12,1970-01-01 16:00:00,7
2417,12,1970-01-01 17:00:00,4
2418,12,1970-01-01 18:00:00,3
2419,12,1970-01-01 19:00:00,9
2420,12,1970-01-01 20:00:00,0
2421,12,1970-01-01 21:00:00,7
2422,12,1970-01-01 22:00:00,1
2423,12,1970-01-01 23:00:00,7
2424,12,1970-01-02 00:00:00,2
2425,12,1970-01-02 01:00:00,4
2426,12,1970-01-02 02:00:00,6
2427,12,1970-01-02 03:00:00,3
2428,12,1970-01-02 04:00:00,8
2429,12,1970-01-02 05:00:00,6
2430,12,1970-01-02 06:00:00,7
2431,12,1970-01-02 07:00:00,7
2432,12,1970-01-02 08:00:00,9
2433,12,1970-01-02 09:00:00,2
2434,12,1970-01-02 10:00:00,5
2435,12,1970-01-02 11:00:00,5
2436,12,1970-01-02 12:00:00,6
2437,12,1970-01-02 13:00:00,7
2438,12,1970-01-02 14:00:00,8
2439,12,1970-01-02 15:00:00,7
2440,12,1970-01-02 16:00:00,2
2441,12,1970-01-02 17:00:00,1
2442,12,1970-01-02 18:00:00,1
2443,12,1970-01-02 19:00:00,3
2444,12,1970-01-02 20:00:00,4
2445,12,1970-01-02 21:00:00,9
2446,12,1970-01-02 22:00:00,0
2447,12,1970-01-02 23:00:00,7
2448,12,1970-01-03 00:00:00,8
2449,12,1970-01-03 01:00:00,9
2450,12,1970-01-03 02:00:00,0
2451,12,1970-01-03 03:00:00,4
2452,12,1970-01-03 04:00:00,6
2453,12,1970-01-03 05:00:00,2
2454,12,1970-01-03 06:00:00,4
2455,12,1970-01-03 07:00:00,1
2456,12,1970-01-03 08:00:00,0
2457,12,1970-01-03 09:00:00,7
2458,12,1970-01-03 10:00:00,3
2459,12,1970-01-03 11:00:00,4
2460,12,1970-01-03 12:00:00,1
2461,12,1970-01-03 13:00:00,6
2462,12,1970-01-03 14:00:00,3
2463,12,1970-01-03 15:00:00,3
2464,12,1970-01-03 16:00:00,7
2465,12,1970-01-03 17:00:00,5
2466,12,1970-01-03 18:00:00,5
2467,12,1970-01-03 19:00:00,7
2468,12,1970-01-03 20:00:00,8
2469,12,1970-01-03 21:00:00,1
2470,12,1970-01-03 22:00:00,0
2471,12,1970-01-03 23:00:00,3
2472,12,1970-01-04 00:00:00,2
2473,12,1970-01-04 01:00:00,6
2474,12,1970-01-04 02:00:00,4
2475,12,1970-01-04 03:00:00,2
2476,12,1970-01-04 04:00:00,4
2477,12,1970-01-04 05:00:00,7
2478,12,1970-01-04 06:00:00,4
2479,12,1970-01-04 07:00:00,2
2480,12,1970-01-04 08:00:00,4
2481,12,1970-01-04 09:00:00,9
2482,12,1970-01-04 10:00:00,2
2483,12,1970-01-04 11:00:00,5
2484,12,1970-01-04 12:00:00,6
2485,12,1970-01-04 13:00:00,3
2486,12,1970-01-04 14:00:00,6
2487,12,1970-01-04 15:00:00,2
2488,12,1970-01-04 16:00:00,5
2489,12,1970-01-04 17:00:00,6
2490,12,1970-01-04 18:00:00,7
2491,12,1970-01-04 19:00:00,1
2492,12,1970-01-04 20:00:00,6
2493,12,1970-01-04 21:00:00,9
2494,12,1970-01-04 22:00:00,5
2495,12,1970-01-04 23:00:00,7
2496,12,1970-01-05 00:00:00,4
2497,12,1970-01-05 01:00:00,7
2498,12,1970-01-05 02:00:00,6
2499,12,1970-01-05 03:00:00,6
2500,12,1970-01-05 04:00:00,0
2501,12,1970-01-05 05:00:00,6
2502,12,1970-01-05 06:00:00,2
2503,12,1970-01-05 07:00:00,9
2504,12,1970-01-05 08:00:00,0
2505,12,1970-01-05 09:00:00,1
2506,12,1970-01-05 10:00:00,6
2507,12,1970-01-05 11:00:00,2
2508,12,1970-01-05 12:00:00,7
2509,12,1970-01-05 13:00:00,4
2510,12,1970-01-05 14:00:00,3
2511,12,1970-01-05 15:00:00,2
2512,12,1970-01-05 16:00:00,0
2513,12,1970-01-05 17:00:00,7
2514,12,1970-01-05 18:00:00,9
2515,12,1970-01-05 19:00:00,7
2516,12,1970-01-05 20:00:00,4
2517,12,1970-01-05 21:00:00,7
2518,12,1970-01-05 22:00:00,8
2519,12,1970-01-05 23:00:00,2
2520,12,1970-01-06 00:00:00,0
2521,12,1970-01-06 01:00:00,4
2522,12,1970-01-06 02:00:00,1
2523,12,1970-01-06 03:00:00,9
2524,12,1970-01-06 04:00:00,8
2525,12,1970-01-06 05:00:00,7
2526,12,1970-01-06 06:00:00,6
2527,12,1970-01-06 07:00:00,5
2528,12,1970-01-06 08:00:00,8
2529,12,1970-01-06 09:00:00,8
2530,12,1970-01-06 10:00:00,0
2531,12,1970-01-06 11:00:00,9
2532,12,1970-01-06 12:00:00,1
2533,12,1970-01-06 13:00:00,3
2534,12,1970-01-06 14:00:00,5
2535,12,1970-01-06 15:00:00,7
2536,12,1970-01-06 16:00:00,3
2537,12,1970-01-06 17:00:00,1
2538,12,1970-01-06 18:00:00,8
2539,12,1970-01-06 19:00:00,9
2540,12,1970-01-06 20:00:00,0
2541,12,1970-01-06 21:00:00,1
2542,12,1970-01-06 22:00:00,8
2543,12,1970-01-06 23:00:00,9
2544,12,1970-01-07 00:00:00,4
2545,12,1970-01-07 01:00:00,5
2546,12,1970-01-07 02:00:00,6
2547,12,1970-01-07 03:00:00,7
2548,12,1970-01-07 04:00:00,9
2549,12,1970-01-07 05:00:00,9
2550,12,1970-01-07 06:00:00,9
2551,12,1970-01-07 07:00:00,7
2552,12,1970-01-07 08:00:00,2
2553,12,1970-01-07 09:00:00,3
2554,12,1970-01-07 10:00:00,6
2555,12,1970-01-07 11:00:00,0
2556,12,1970-01-07 12:00:00,6
2557,12,1970-01-07 13:00:00,1
2558,12,1970-01-07 14:00:00,1
2559,12,1970-01-07 15:00:00,9
2560,12,1970-01-07 16:00:00,0
2561,12,1970-01-07 17:00:00,9
2562,12,1970-01-07 18:00:00,1
2563,12,1970-01-07 19:00:00,2
2564,12,1970-01-07 20:00:00,2
2565,12,1970-01-07 21:00:00,9
2566,12,1970-01-07 22:00:00,2
2567,12,1970-01-07 23:00:00,7
2568,12,1970-01-08 00:00:00,7
2569,12,1970-01-08 01:00:00,9
2570,12,1970-01-08 02:00:00,0
2571,12,1970-01-08 03:00:00,0
2572,12,1970-01-08 04:00:00,2
2573,12,1970-01-08 05:00:00,8
2574,12,1970-01-08 06:00:00,9
2575,12,1970-01-08 07:00:00,5
2576,12,1970-01-08 08:00:00,0
2577,12,1970-01-08 09:00:00,2
2578,12,1970-01-08 10:00:00,8
2579,12,1970-01-08 11:00:00,5
2580,12,1970-01-08 12:00:00,0
2581,12,1970-01-08 13:00:00,4
2582,12,1970-01-08 14:00:00,4
2583,12,1970-01-08 15:00:00,7
2584,12,1970-01-08 16:00:00,2
2585,12,1970-01-08 17:00:00,9
2586,12,1970-01-08 18:00:00,2
2587,12,1970-01-08 19:00:00,8
2588,12,1970-01-08 20:00:00,8
2589,12,1970-01-08 21:00:00,9
2590,12,1970-01-08 22:00:00,2
2591,12,1970-01-08 23:00:00,0
2592,12,1970-01-09 00:00:00,5
2593,12,1970-01-09 01:00:00,0
2594,12,1970-01-09 02:00:00,8
2595,12,1970-01-09 03:00:00,0
2596,12,1970-01-09 04:00:00,6
2597,12,1970-01-09 05:00:00,9
2598,12,1970-01-09 06:00:00,3
2599,12,1970-01-09 07:00:00,3
2600,13,1970-01-01 00:00:00,1
2601,13,1970-01-01 01:00:00,7
2602,13,1970-01-01 02:00:00,2
2603,13,1970-01-01 03:00:00,3
2604,13,1970-01-01 04:00:00,5
2605,13,1970-01-01 05:00:00,0
2606,13,1970-01-01 06:00:00,6
2607,13,1970-01-01 07:00:00,6
2608,13,1970-01-01 08:00:00,2
2609,13,1970-01-01 09:00:00,9
2610,13,1970-01-01 10:00:00,1
2611,13,1970-01-01 11:00:00,1
2612,13,1970-01-01 12:00:00,2
2613,13,1970-01-01 13:00:00,5
2614,13,1970-01-01 14:00:00,4
2615,13,1970-01-01 15:00:00,2
2616,13,1970-01-01 16:00:00,3
2617,13,1970-01-01 17:00:00,7
2618,13,1970-01-01 18:00:00,4
2619,13,1970-01-01 19:00:00,9
2620,13,1970-01-01 20:00:00,0
2621,13,1970-01-01 21:00:00,1
2622,13,1970-01-01 22:00:00,2
2623,13,1970-01-01 23:00:00,5
2624,13,1970-01-02 00:00:00,4
2625,13,1970-01-02 01:00:00,7
2626,13,1970-01-02 02:00:00,4
2627,13,1970-01-02 03:00:00,2
2628,13,1970-01-02 04:00:00,1
2629,13,1970-01-02 05:00:00,3
2630,13,1970-01-02 06:00:00,2
2631,13,1970-01-02 07:00:00,1
2632,13,1970-01-02 08:00:00,2
